domain,direction,sentence_type_fine,source_id,source_doc,source_text,target_text,adequacy_0_2,fluency_0_2,meaning_preserved_yes_no,issues,notes,adequacy_1to5,fluency_1to5,overall_quality,error_tags,comments,cohesion_discourse_optional
medical,en->fj,information,medical|medical_misc|acfeeb518b09,ocr_txt_bundle::medical_misc,Most people will recover at home without medical intervention.,E levu na tamata ena rawa ni bula vinaka ga e vale ka sega ni gadreva na qaravi vakavuniwai.,,,,,,4,4,4.0,,Acceptable but could be smoother.,
medical,en->fj,information,medical|medical_misc|2efe9a2adb9e,ocr_txt_bundle::medical_misc,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.,,,,,,2,3,2.5,omission;lexical;grammar,Meaning partly incorrect or unclear.,
medical,en->fj,information,medical|dementia_support|22aff4534fb5,ocr_txt_bundle::dementia_support,"Anyone can get dementia, but the chance increases with age.","E rawa ni dua ga e tauvi dementia, ia e tubu na kena loloma ni sa qase na tamata.",,,,,,3,3,3.0,lexical,Understandable with minor grammatical issues.,
medical,en->fj,information,medical|medical_misc|bef554251daf,ocr_txt_bundle::medical_misc,The booklet covers brain health and risk reduction.,E vakamacalataki talega ena ivola na bulabula ni mona kei na kena vakalailaitaki na vakatarausui ni mate.,,,,,,4,3,3.5,grammar;idiomatic,Understandable with minor grammatical issues.,
medical,en->fj,information,medical|dementia_support|301d41cfa3bf,ocr_txt_bundle::dementia_support,Brain changes worsen dementia over time.,Na veisau ena mona e vakalevutaka na dementia ni sa toso na gauna.,,,,,,4,4,4.0,named_entity,Acceptable but could be smoother.,
medical,en->fj,instruction,medical|medical_misc|e678c5f1f760,ocr_txt_bundle::medical_misc,Do not use public transport or taxis.,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,,,,,,4,4,4.0,,Acceptable but could be smoother.,
medical,en->fj,instruction,medical|medical_misc|b3de6a4e1567,ocr_txt_bundle::medical_misc,"Treatable conditions can cause memory lapses, confusion, and forgetfulness.","Na veika e rawa ni qaravi e rawa ni vakavuna na sega ni nanuma, veilecayaki kei na guiguileca.",,,,,,3,5,4.0,lexical,Acceptable but could be smoother.,
medical,en->fj,instruction,medical|medical_misc|5acd862171fd,ocr_txt_bundle::medical_misc,Call 165 for transport assistance.,Qirita na 165 kevaka o gadreva na veivuke ni veivakaleleci.,,,,,,3,4,3.5,lexical,Mostly correct but slightly awkward.,
medical,en->fj,instruction,medical|medical_misc|dd627a8cb6ef,ocr_txt_bundle::medical_misc,Isolate household contacts.,Vakatikitiki na lewe ni matavuvale era dau veikilitaki voleka.,,,,,,3,4,3.5,lexical,Understandable with minor grammatical issues.,
medical,en->fj,instruction,medical|medical_misc|daf98b0974f8,ocr_txt_bundle::medical_misc,Seek immediate medical treatment.,Qarai vakatotolo na veivuke vakavuniwai.,,,,,,4,4,4.0,named_entity,Acceptable but could be smoother.,
medical,en->fj,instruction,medical|covid_general|bd002fed1377,ocr_txt_bundle::covid_general,Mika is the first case of COVID-19 in this household.,O Mika e imatai ni tauvimate ni COVID-19 ena nona matavuvale.,,,,,,3,3,3.0,lexical,Mostly correct but slightly awkward.,
medical,en->fj,instruction,medical|medical_misc|7b747939edc5,ocr_txt_bundle::medical_misc,"If you experience difficulty breathing, seek immediate medical attention.","Kevaka o vakila na taqa ni icegu, qarai vakatotolo na veivuke vakavuniwai.",,,,,,4,5,4.5,other,Fluent and clear.,
medical,en->fj,instruction,medical|dementia_support|41da5eb908da,ocr_txt_bundle::dementia_support,Vascular dementia is caused by poor blood supply to the brain.,Na vascular dementia e vakavuna na sega ni veirauti vinaka na dra e drodro ki na mona.,,,,,,5,2,3.5,grammar;word_order,Meaning mostly preserved; improve word choice.,
medical,en->fj,instruction,medical|medical_misc|b8db56078cea,ocr_txt_bundle::medical_misc,Seek help if confused.,Qarai veivuke kevaka o veilecayaki.,,,,,,1,4,2.5,omission;lexical;idiomatic,Unnatural and difficult to understand.,
medical,en->fj,prevention,medical|covid_general|c5cfdc1c22a7,ocr_txt_bundle::covid_general,Self-isolation helps prevent the spread of COVID-19 to others.,Na tiko vakatikitiki e vale e tarova na kena vakatetei na COVID-19 vei ira na tani.,,,,,,5,3,4.0,grammar;register,Meaning mostly preserved; improve word choice.,
medical,en->fj,prevention,medical|medical_misc|9a4e210ef315,ocr_txt_bundle::medical_misc,Wash your hands often.,Savata wasoma na ligamu.,,,,,,4,4,4.0,,Understandable with minor grammatical issues.,
medical,en->fj,symptom,medical|covid_general|08da5bf899dd,ocr_txt_bundle::covid_general,People with heart disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni uto me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,,,,,,4,3,3.5,grammar;named_entity,Acceptable but could be smoother.,
medical,en->fj,symptom,medical|dementia_support|ecacf55d077d,ocr_txt_bundle::dementia_support,The symptoms of vascular dementia can start suddenly after a stroke.,Na ivakatakilakila ni vascular dementia e rawa ni tekivu vakasauri ni oti e dua na stroke.,,,,,,4,4,4.0,,Understandable with minor grammatical issues.,
medical,en->fj,symptom,medical|medical_misc|b656854db6f8,ocr_txt_bundle::medical_misc,Symptoms get worse as brain changes increase.,Na ivakatakilakila e qai ca vakamalua ni sa levu na veisau ena mona.,,,,,,4,3,3.5,grammar;named_entity,Mostly correct but slightly awkward.,
medical,en->fj,symptom,medical|medical_misc|b7a691d4f2af,ocr_txt_bundle::medical_misc,Mild symptoms do not always require testing.,Na ivakatakilakila lailai e sega ni dau gadreva na veivakatovotovo.,,,,,,5,4,4.5,,Accurate and natural.,
medical,en->fj,symptom,medical|screening_clinic|5ac18dbf7c75,ocr_txt_bundle::screening_clinic,"If you have diabetes and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni suka ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",,,,,,2,2,2.0,omission;lexical;grammar;word_order,Meaning partly incorrect or unclear.,Some cohesion issues.
medical,en->fj,symptom,medical|screening_clinic|0b6a0efa3e6f,ocr_txt_bundle::screening_clinic,"If you have obesity and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi levulevu sivia ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",,,,,,2,3,2.5,omission;lexical;named_entity,Major errors; needs revision.,
medical,en->fj,symptom,medical|covid_general|e729b7c2b694,ocr_txt_bundle::covid_general,People with diabetes should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni suka me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,,,,,,3,4,3.5,lexical,Understandable with minor grammatical issues.,
medical,en->fj,symptom,medical|medical_misc|a892624020dc,ocr_txt_bundle::medical_misc,Symptoms may worsen over time.,E rawa ni ca vakamalua na ivakatakilakila.,,,,,,2,4,3.0,omission;lexical,Acceptable but could be smoother.,
medical,en->fj,symptom,medical|medical_misc|29ef49564dbb,ocr_txt_bundle::medical_misc,Stop isolating if you have completed 14 days and had no symptoms for at least 3 days.,Cava na tiko vakatikitiki kevaka sa oti na 14 na siga ka sega ni laurai e dua na ivakatakilakila me 3 na siga sa sivi.,,,,,,5,4,4.5,,Fluent and clear.,
medical,en->fj,symptom,medical|medical_misc|6a238be7eeb7,ocr_txt_bundle::medical_misc,Fatigue may be a symptom.,Na oca e rawa ni ivakatakilakila ni mate.,,,,,,5,4,4.5,,Fluent and clear.,
medical,en->fj,symptom,medical|medical_misc|3711b4871312,ocr_txt_bundle::medical_misc,Everyone in the household starts self-isolating on the day Mika's symptoms start.,Na siga e laurai kina vei Mika na ivakatakilakila era sa tekivu tiko vakatikitiki kina na lewe ni matavuvale taucoko.,,,,,,3,4,3.5,lexical,Mostly correct but slightly awkward.,Some cohesion issues.
medical,en->fj,symptom,medical|covid_general|81958f3d2a0f,ocr_txt_bundle::covid_general,"If you are over 60 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.",,,,,,3,3,3.0,lexical;grammar,Understandable with minor grammatical issues.,
medical,en->fj,symptom,medical|medical_misc|12d3d521412f,ocr_txt_bundle::medical_misc,Seek help if symptoms persist.,Qarai veivuke kevaka e sega ni yali na ivakatakilakila.,,,,,,4,5,4.5,,Fluent and clear.,
medical,en->fj,symptom,medical|dementia_support|fe20f30c0f12,ocr_txt_bundle::dementia_support,Many treatable illnesses can cause dementia-like symptoms.,E levu na mate e rawa ni qaravi ka vakavuna na ivakatakilakila e vaka na dementia.,,,,,,5,3,4.0,grammar,Understandable with minor grammatical issues.,
medical,en->fj,symptom,medical|screening_clinic|eac1a008fcc9,ocr_txt_bundle::screening_clinic,"If you have asthma and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi dau cegu oca ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",,,,,,3,1,2.0,lexical;grammar;word_order,Meaning partly incorrect or unclear.,Good flow.
medical,en->fj,symptom,medical|dementia_support|d53bfa7b80f9,ocr_txt_bundle::dementia_support,Dementia describes symptoms caused by changes in how the brain works.,Dementia e vakamacalataka na ivakatakilakila ena veisau e yaco ena ivakarau ni cakacaka ni mona.,,,,,,4,3,3.5,named_entity,Mostly correct but slightly awkward.,
medical,en->fj,symptom,medical|screening_clinic|3fea277ceaf3,ocr_txt_bundle::screening_clinic,"If you have heart disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni uto ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",,,,,,4,4,4.0,named_entity;cultural,Mostly correct but slightly awkward.,Some cohesion issues.
medical,en->fj,symptom,medical|screening_clinic|0f7ef7295d23,ocr_txt_bundle::screening_clinic,Workers with symptoms can attend a screening clinic to obtain a medical certificate.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni gole ki na screening clinic mera taura kina na ivola ni tauvimate.,,,,,,5,1,3.0,grammar;word_order;register,Acceptable but could be smoother.,Choppy in places.
medical,en->fj,symptom,medical|medical_misc|0adfd109721a,ocr_txt_bundle::medical_misc,Return for follow-up if symptoms change.,Vakasuka tale me laurai kevaka e veisau na ivakatakilakila.,,,,,,5,4,4.5,named_entity,Meaning preserved; reads well.,
medical,en->fj,symptom,medical|covid_general|9006cda98d76,ocr_txt_bundle::covid_general,"If you are over 70 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.",,,,,,4,5,4.5,,Accurate and natural.,Some cohesion issues.
medical,en->fj,treatment,medical|dementia_support|6d98b3725360,ocr_txt_bundle::dementia_support,"For concerns about a family history of dementia, talk to your doctor.","Kevaka ko leqataka na isema ni vuvale kei na dementia, vosa vua na nomu vuniwai.",,,,,,3,4,3.5,,Understandable with minor grammatical issues.,
medical,en->fj,treatment,medical|medical_misc|f5b2ba2ce6f7,ocr_txt_bundle::medical_misc,See your doctor if you are worried.,Raica vakatotolo na nomu vuniwai kevaka o lomaleqataka.,,,,,,3,3,3.0,grammar,Mostly correct but slightly awkward.,
medical,en->fj,treatment,medical|medical_misc|1a19128e35a7,ocr_txt_bundle::medical_misc,Private doctors approved by the Ministry can also provide medical certificates for self-isolation.,Na vuniwai taucoko era sa vakadonuya na matanitu e rawa tale ga ni solia na ivola ni tiko vakatikitiki e vale.,,,,,,3,2,2.5,lexical;grammar;word_order,Major errors; needs revision.,Good flow.
medical,en->fj,treatment,medical|medical_misc|55b18dd0c23d,ocr_txt_bundle::medical_misc,Private doctors can issue certificates.,Na vuniwai taucoko e rawa ni solia na ivola ni tauvimate.,,,,,,4,4,4.0,,Acceptable but could be smoother.,
medical,en->fj,warning,medical|home_isolation|cc90ea063aea,ocr_txt_bundle::home_isolation,"Self-isolate means stay home and do not go to work, school, or public areas.","Na ibalebale ni vakatikitikitaki e vale: mo tiko ga e vale ka kakua ni lako icakacaka, vuli se na vanua era sota kina vakalewelevu na lewenivanua.",,,,,,4,4,4.0,named_entity,Mostly correct but slightly awkward.,Flows reasonably.
medical,en->fj,warning,medical|dementia_support|acede4f93a7c,ocr_txt_bundle::dementia_support,Memory lapses alone do not mean you have dementia.,Na guiguileca duadua e sega ni kena ibalebale ni sa tauvi iko na dementia.,,,,,,5,4,4.5,named_entity,Good translation with only minor edits needed.,
medical,en->fj,warning,medical|medical_misc|6e15bd2b462b,ocr_txt_bundle::medical_misc,Do not share utensils.,Kakua ni wasea na iyaya ni kana kei ira na tani.,,,,,,5,4,4.5,named_entity,Accurate and natural.,
medical,fj->en,information,medical|medical_misc|8b4f64062242,ocr_txt_bundle::medical_misc,"We may feel sick in the stomach, get headaches or feel dizzy.","E rawa ni da lomaloma ca, mosi na ulu se vakila na matabuto.",,,,,,5,3,4.0,grammar,Understandable with minor grammatical issues.,
medical,fj->en,information,medical|medical_misc|9a662aab77ff,ocr_txt_bundle::medical_misc,Ni da loma taqaya e rawa ni totolo na vadugu ni uto ka tadre na sereda.,Our heart may beat faster and our chest can feel tight when we are anxious.,,,,,,5,3,4.0,named_entity,Acceptable but could be smoother.,
medical,fj->en,information,medical|medical_misc|b9021935bfd3,ocr_txt_bundle::medical_misc,"Kevaka o tauvi mate ni suka, mate ni uto, mate ni ivi, dau cegu oca se levulevu sivia, o tiko ena iwasewase ni rerevaki vakalevu.","If you have diabetes, heart disease, kidney disease, asthma, or are obese, you are at higher risk.",,,,,,4,5,4.5,,Accurate and natural.,
medical,fj->en,information,medical|covid_general|a64decbbac56,ocr_txt_bundle::covid_general,O ira na sivia na 50 na yabaki e ra beci vakalevu ena COVID-19 bibi.,People over 50 years of age are at higher risk of severe COVID-19.,,,,,,5,2,3.5,grammar;word_order,Acceptable but could be smoother.,
medical,fj->en,information,medical|depression|506751a52ae1,ocr_txt_bundle::depression,Na lomabibi e kena ibalebale ni da tao tu ena veiyalo bibi ena dua na gauna balavu.,Depression is feeling stuck with heavy emotions for a long period of time.,,,,,,4,3,3.5,grammar,Understandable with minor grammatical issues.,
medical,fj->en,information,medical|medical_misc|a84e70d25382,ocr_txt_bundle::medical_misc,Na ivola e vakaraitaka na mataqali veitokoni e sa tu.,The booklet explains what support is available.,,,,,,2,3,2.5,omission;lexical;grammar,Key information missing or mistranslated.,
medical,fj->en,information,medical|medical_misc|00298bd9cc4f,ocr_txt_bundle::medical_misc,Na dredre ni cakava na itavi e kilai tu vakawasoma.,Difficulty performing familiar tasks.,,,,,,4,5,4.5,,Good translation with only minor edits needed.,
medical,fj->en,information,medical|medical_misc|44a1c9e4268e,ocr_txt_bundle::medical_misc,E rawa ni da rarawa wasoma ka sega ni taleitaka na veika eda dau taleitaka e liu.,We may feel unhappy most of the time and lose interest in things we usually enjoy.,,,,,,5,4,4.5,,Accurate and natural.,
medical,fj->en,information,medical|medical_misc|672118781a1c,ocr_txt_bundle::medical_misc,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,Many people feel anxious when they face new or unknown situations.,,,,,,1,3,2.0,omission;lexical;named_entity,Key information missing or mistranslated.,
medical,fj->en,information,medical|medical_misc|b254909097bc,ocr_txt_bundle::medical_misc,E levu na tauvimate lailai era na bula vinaka ga e vale ka sega ni gadreva na valenibula.,Most mild cases recover without hospitalisation.,,,,,,4,5,4.5,,Fluent and clear.,
medical,fj->en,information,medical|screening_clinic|f85c886173ca,ocr_txt_bundle::screening_clinic,Na screening clinic e vakatabakidua vei ira era tiko ena iwasewase ni rerevaki vakalevu.,Screening clinics focus on high-risk groups.,,,,,,3,3,3.0,lexical;named_entity;register,Mostly correct but slightly awkward.,
medical,fj->en,information,medical|medical_misc|e2bba4456801,ocr_txt_bundle::medical_misc,E rawa ni da dau oca wasoma ka sega ni levu na kaukauwa.,We may feel tired most of the time and have little energy.,,,,,,4,3,3.5,grammar,Understandable with minor grammatical issues.,
medical,fj->en,information,medical|medical_misc|568634bf001e,ocr_txt_bundle::medical_misc,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,These resources can answer many questions you may have.,,,,,,5,3,4.0,,Understandable with minor grammatical issues.,
medical,fj->en,information,medical|medical_misc|68d08fbca750,ocr_txt_bundle::medical_misc,E tu ena initaneti na itukutuku kei na veitokoni.,Resources are available online.,,,,,,3,3,3.0,grammar,Meaning mostly preserved; improve word choice.,
medical,fj->en,information,medical|anxiety|a5c5a6bfce4a,ocr_txt_bundle::anxiety,Anxiety is a normal human emotion that can feel like changing waves on the ocean.,Na loma taqaya e dua nai vakarau vakayalo e dau yaco vakawasoma ka rawa ni vaka na veisau ni ua ni wasawasa.,,,,,,4,4,4.0,named_entity,Acceptable but could be smoother.,Good flow.
medical,fj->en,information,medical|medical_misc|3dc747319fae,ocr_txt_bundle::medical_misc,Na kena tarovi na gunu yaqona kei na wai gaga ni veivakamatenitaki e vukea na noda vakasama me rairai vinaka kina na sala ni wali ni leqa.,Avoiding alcohol and other drugs helps us think clearly about our problems.,,,,,,4,4,4.0,,Acceptable but could be smoother.,
medical,fj->en,information,medical|anxiety|16184789b4fe,ocr_txt_bundle::anxiety,Unhelpful anxiety makes us feel stuck and blinds us to our own strengths.,Na loma taqaya e sega ni veivuke e vakavuna meda taroga tu ka meda sega ni raica na noda kaukauwa vakataki keda.,,,,,,5,4,4.5,,Meaning preserved; reads well.,Good flow.
medical,fj->en,information,medical|medical_misc|661c072bc2a1,ocr_txt_bundle::medical_misc,Na itukutuku e vukea na vuvale me vaka-kira ka vakavakarau.,Information helps families prepare.,,,,,,3,3,3.0,lexical;grammar,Meaning mostly preserved; improve word choice.,
medical,fj->en,information,medical|medical_misc|e62e0350481e,ocr_txt_bundle::medical_misc,E rawa ni da raica na veisau ni noda kana me vaka na kana vakasivia se kana vakalailai.,"We might notice changes in our appetite, such as eating too much or too little.",,,,,,2,3,2.5,omission;lexical,Key information missing or mistranslated.,
medical,fj->en,information,medical|medical_misc|8cc892d78125,ocr_txt_bundle::medical_misc,We may have trouble sleeping and find it hard to get things done.,E rawa ni dredre na moce ka sega ni rawarawa meda qarava na veika eda dodonu me da cakava.,,,,,,4,5,4.5,,Good translation with only minor edits needed.,Flows reasonably.
medical,fj->en,instruction,medical|medical_misc|e678c5f1f760,ocr_txt_bundle::medical_misc,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,Do not use public transport or taxis.,,,,,,4,5,4.5,,Meaning preserved; reads well.,
medical,fj->en,instruction,medical|anxiety|c657eea53618,ocr_txt_bundle::anxiety,Sometimes anxiety is helpful because it makes us alert and motivated.,E so na gauna na loma taqaya e dau veivuke ni sa vakayadrati keda ka vakauqeti keda.,,,,,,5,4,4.5,,Fluent and clear.,
medical,fj->en,instruction,medical|home_isolation|cc90ea063aea,ocr_txt_bundle::home_isolation,"Na ibalebale ni vakatikitikitaki e vale: mo tiko ga e vale ka kakua ni lako icakacaka, vuli se na vanua era sota kina vakalewelevu na lewenivanua.","Self-isolate means stay home and do not go to work, school, or public areas.",,,,,,3,4,3.5,,Understandable with minor grammatical issues.,
medical,fj->en,instruction,medical|medical_misc|ce9ffa0c8e18,ocr_txt_bundle::medical_misc,"If you have thoughts of harming yourself, seek professional help immediately.","Kevaka o nanuma mo vakaleqai iko, kerea vakatotolo na veivuke mai vei ira na kenadau.",,,,,,3,5,4.0,lexical;named_entity,Understandable with minor grammatical issues.,
medical,fj->en,instruction,medical|depression|4be55e0d5847,ocr_txt_bundle::depression,"Kevaka e soli na veivuke donu, era rawa ni sa bula vinaka tale o ira era lako curuma na lomabibi.","With the right help, people who experience depression can get better.",,,,,,4,3,3.5,,Mostly correct but slightly awkward.,
medical,fj->en,instruction,medical|medical_misc|2eb85b0f9482,ocr_txt_bundle::medical_misc,We might have trouble concentrating and staying focused.,E rawa ni dredre meda vakasamataka vinaka na veika ka sega ni rawarawa meda vakabibitaka e dua na ka.,,,,,,4,3,3.5,,Understandable with minor grammatical issues.,Some cohesion issues.
medical,fj->en,prevention,medical|medical_misc|d588f4b901ef,ocr_txt_bundle::medical_misc,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.,Disinfect surfaces regularly.,,,,,,4,3,3.5,named_entity,Understandable with minor grammatical issues.,
medical,fj->en,prevention,medical|medical_misc|9a4e210ef315,ocr_txt_bundle::medical_misc,Savata wasoma na ligamu.,Wash your hands often.,,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
medical,fj->en,symptom,medical|medical_misc|e59413ae34de,ocr_txt_bundle::medical_misc,"Ni o tiko e vale, vakaraica vakavinaka nodrau veisau na nomu ivakatakilakila.",Monitor your symptoms closely while you are at home.,,,,,,4,2,3.0,grammar;word_order,Meaning mostly preserved; improve word choice.,
medical,fj->en,symptom,medical|screening_clinic|0b6a0efa3e6f,ocr_txt_bundle::screening_clinic,"Kevaka o tauvi levulevu sivia ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.","If you have obesity and COVID-19 symptoms, visit a screening clinic immediately.",,,,,,1,4,2.5,omission;lexical;named_entity;idiomatic,Unnatural and difficult to understand.,
medical,fj->en,symptom,medical|screening_clinic|5ac18dbf7c75,ocr_txt_bundle::screening_clinic,"Kevaka o tauvi mate ni suka ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.","If you have diabetes and COVID-19 symptoms, visit a screening clinic immediately.",,,,,,2,2,2.0,omission;lexical;grammar;word_order,Key information missing or mistranslated.,
medical,fj->en,symptom,medical|medical_misc|89ff420f7c31,ocr_txt_bundle::medical_misc,"Kevaka e lailai ga na ivakatakilakila ka sega ni tiko ena iwasewase ni rerevaki vakalevu, e rawa ni sega ni gadrevi na veivakatovotovo.","If you have mild symptoms and are not high risk, you may not need a test.",,,,,,4,1,2.5,grammar;word_order;named_entity,Meaning partly incorrect or unclear.,
medical,fj->en,symptom,medical|covid_general|223c5bec35cd,ocr_txt_bundle::covid_general,"Na ivakatakilakila ni COVID-19 e oka kina na vuvu, katakata, savu ni ucu, wadadamu na mata, kei na sega ni vakila na ikanakana se boica.","COVID-19 symptoms include cough, fever, runny nose, red eyes, and loss of taste or smell.",,,,,,5,5,5.0,,Meaning preserved; reads well.,
medical,fj->en,symptom,medical|medical_misc|96ac7aceac06,ocr_txt_bundle::medical_misc,Na mosi ni sarisari e sega ni cegu rawa e dua na ivakatakilakila bibi.,Persistent chest pain is a warning sign.,,,,,,5,3,4.0,grammar,Meaning mostly preserved; improve word choice.,
medical,fj->en,symptom,medical|medical_misc|6a238be7eeb7,ocr_txt_bundle::medical_misc,Na oca e rawa ni ivakatakilakila ni mate.,Fatigue may be a symptom.,,,,,,4,4,4.0,register,Meaning mostly preserved; improve word choice.,
medical,fj->en,symptom,medical|dementia_support|d53bfa7b80f9,ocr_txt_bundle::dementia_support,Dementia e vakamacalataka na ivakatakilakila ena veisau e yaco ena ivakarau ni cakacaka ni mona.,Dementia describes symptoms caused by changes in how the brain works.,,,,,,5,4,4.5,named_entity;register,Fluent and clear.,
medical,fj->en,symptom,medical|covid_general|81958f3d2a0f,ocr_txt_bundle::covid_general,"Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.","If you are over 60 and have COVID-19 symptoms, seek medical care.",,,,,,5,4,4.5,named_entity,Meaning preserved; reads well.,
medical,fj->en,symptom,medical|covid_general|9006cda98d76,ocr_txt_bundle::covid_general,"Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.","If you are over 70 and have COVID-19 symptoms, seek medical care.",,,,,,4,5,4.5,register,Accurate and natural.,
medical,fj->en,symptom,medical|medical_misc|29ef49564dbb,ocr_txt_bundle::medical_misc,Cava na tiko vakatikitiki kevaka sa oti na 14 na siga ka sega ni laurai e dua na ivakatakilakila me 3 na siga sa sivi.,Stop isolating if you have completed 14 days and had no symptoms for at least 3 days.,,,,,,4,4,4.0,named_entity;register,Acceptable but could be smoother.,
medical,fj->en,symptom,medical|dementia_support|fe20f30c0f12,ocr_txt_bundle::dementia_support,E levu na mate e rawa ni qaravi ka vakavuna na ivakatakilakila e vaka na dementia.,Many treatable illnesses can cause dementia-like symptoms.,,,,,,5,3,4.0,grammar,Meaning mostly preserved; improve word choice.,
medical,fj->en,symptom,medical|medical_misc|5648e1ecc161,ocr_txt_bundle::medical_misc,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,,,,,,5,2,3.5,grammar;word_order;named_entity,Mostly correct but slightly awkward.,
medical,fj->en,symptom,medical|home_isolation|70b28f55254a,ocr_txt_bundle::home_isolation,"Kevaka e sega ni laurai na ivakatakilakila, vakatikitikitaki iko mai na siga e caka kina na veivakatovotovo.","If they have no symptoms, self-isolate from the day of their test.",,,,,,3,4,3.5,register,Acceptable but could be smoother.,
medical,fj->en,symptom,medical|dementia_support|1a3f3e83fb56,ocr_txt_bundle::dementia_support,Na ivola e vakamacalataka na ivakatakilakila taumada kei na kena vakadeitaki na dementia.,The booklet explains early warning signs and diagnosis of dementia.,,,,,,5,4,4.5,,Good translation with only minor edits needed.,
medical,fj->en,symptom,medical|covid_general|08f7a4387eed,ocr_txt_bundle::covid_general,Ira era tauvi dau cegu oca me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,People with asthma should monitor their symptoms closely during COVID-19.,,,,,,4,5,4.5,named_entity,Fluent and clear.,
medical,fj->en,symptom,medical|covid_general|2d7d783ab76e,ocr_txt_bundle::covid_general,"Kevaka sa bibi na ivakatakilakila, gole vakatotolo ki na vale ni bula e qarava vakatabakidua na COVID-19.","If your symptoms become severe, go immediately to a dedicated health facility.",,,,,,1,4,2.5,omission;lexical,Key information missing or mistranslated.,
medical,fj->en,symptom,medical|medical_misc|12d3d521412f,ocr_txt_bundle::medical_misc,Qarai veivuke kevaka e sega ni yali na ivakatakilakila.,Seek help if symptoms persist.,,,,,,3,4,3.5,lexical,Understandable with minor grammatical issues.,
medical,fj->en,symptom,medical|medical_misc|0adfd109721a,ocr_txt_bundle::medical_misc,Vakasuka tale me laurai kevaka e veisau na ivakatakilakila.,Return for follow-up if symptoms change.,,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
medical,fj->en,symptom,medical|screening_clinic|eac1a008fcc9,ocr_txt_bundle::screening_clinic,"Kevaka o tauvi dau cegu oca ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.","If you have asthma and COVID-19 symptoms, visit a screening clinic immediately.",,,,,,3,4,3.5,lexical,Meaning mostly preserved; improve word choice.,
medical,fj->en,warning,medical|medical_misc|6e051de55bbf,ocr_txt_bundle::medical_misc,Kakua ni gole ki na vanua era le levu kina na lewenivanua.,Stay away from crowded areas.,,,,,,5,3,4.0,,Mostly correct but slightly awkward.,
medical,fj->en,warning,medical|medical_misc|6e15bd2b462b,ocr_txt_bundle::medical_misc,Kakua ni wasea na iyaya ni kana kei ira na tani.,Do not share utensils.,,,,,,4,4,4.0,named_entity,Understandable with minor grammatical issues.,
